date,gold_price_vnd
2025-03-14,"₫76,162,200"
2025-03-17,"₫76,618,900"
2025-03-18,"₫77,444,800"
2025-03-19,"₫77,842,900"
2025-03-20,"₫77,822,800"
2025-03-21,"₫77,425,800"
2025-03-24,"₫77,232,600"
2025-03-25,"₫77,369,600"
2025-03-26,"₫77,204,400"
2025-03-27,"₫78,178,800"
2025-03-28,"₫78,910,500"
2025-03-31,"₫79,927,000"
2025-04-01,"₫79,837,700"
2025-04-02,"₫80,325,700"
2025-04-03,"₫80,360,000"
2025-04-04,"₫78,378,500"
2025-04-07,"₫76,934,500"
2025-04-08,"₫77,610,000"
2025-04-09,"₫80,082,800"
2025-04-10,"₫81,819,000"
2025-04-11,"₫83,423,000"
2025-04-14,"₫82,930,800"
2025-04-15,"₫83,397,000"
2025-04-16,"₫86,389,800"
2025-04-17,"₫86,080,800"
2025-04-18,No result
2025-04-21,"₫88,666,100"
2025-04-22,"₫87,796,400"
2025-04-23,"₫85,480,800"
2025-04-24,"₫87,164,600"
2025-04-25,"₫86,360,600"
2025-04-28,"₫86,946,600"
2025-04-29,"₫86,269,300"
2025-04-30,"₫85,526,000"
2025-05-01,"₫84,205,600"
2025-05-02,"₫84,284,900"
2025-05-05,"₫86,538,100"
2025-05-06,"₫89,069,900"
2025-05-07,"₫87,349,400"
2025-05-08,"₫85,842,100"
2025-05-09,"₫86,378,000"
2025-05-12,"₫84,013,800"
2025-05-13,"₫84,383,300"
2025-05-14,"₫82,396,500"
2025-05-15,"₫84,086,900"
2025-05-16,"₫82,980,500"
2025-05-19,"₫83,818,400"
2025-05-20,"₫85,439,100"
2025-05-21,"₫86,105,600"
2025-05-22,"₫85,578,600"
2025-05-23,"₫87,138,000"
2025-05-26,"₫86,605,600"
2025-05-27,"₫85,546,200"
2025-05-28,"₫85,411,800"
2025-05-29,"₫86,339,200"
2025-05-30,"₫85,599,700"
2025-06-02,"₫88,019,800"
2025-06-03,"₫87,374,600"
2025-06-04,"₫87,986,800"
2025-06-05,"₫87,452,600"
2025-06-06,"₫86,238,000"
2025-06-09,"₫86,608,600"
2025-06-10,"₫86,434,500"
2025-06-11,"₫87,331,200"
2025-06-12,"₫88,173,900"
2025-06-13,"₫89,523,200"
2025-06-16,"₫88,222,500"
2025-06-17,"₫88,383,300"
2025-06-18,"₫87,946,400"
2025-06-19,"₫88,062,500"
2025-06-20,"₫87,990,300"
2025-06-23,"₫88,322,500"
2025-06-24,"₫86,962,000"
2025-06-25,"₫87,151,900"
2025-06-26,"₫86,927,600"
2025-06-27,"₫85,441,000"
2025-06-30,"₫86,272,600"
2025-07-01,"₫87,247,800"
2025-07-02,"₫87,856,800"
2025-07-03,"₫87,158,000"
2025-07-04,"₫87,355,900"
2025-07-07,"₫87,234,000"
2025-07-08,"₫86,289,200"
2025-07-09,"₫86,615,100"
2025-07-10,"₫86,811,100"
2025-07-11,"₫87,636,500"
2025-07-14,"₫87,347,500"
2025-07-15,"₫86,905,300"
2025-07-16,"₫87,564,900"
2025-07-17,"₫87,345,500"
2025-07-18,"₫87,641,000"
2025-07-21,"₫88,851,500"
2025-07-22,"₫89,722,400"
2025-07-23,"₫88,587,900"
2025-07-24,"₫88,025,600"
2025-07-25,"₫87,246,800"
2025-07-28,"₫86,841,800"
2025-07-29,"₫87,237,200"
2025-07-30,"₫85,818,700"
2025-07-31,"₫86,198,000"
2025-08-01,"₫88,174,500"
2025-08-04,"₫88,310,900"
2025-08-05,"₫88,745,400"
2025-08-06,"₫88,349,800"
2025-08-07,"₫89,038,700"
2025-08-08,"₫89,117,100"
2025-08-11,"₫87,690,900"
2025-08-12,"₫87,957,400"
2025-08-13,"₫88,226,900"
2025-08-14,"₫87,603,600"
2025-08-15,"₫87,604,300"
2025-08-18,"₫87,655,900"
2025-08-19,"₫87,268,800"
2025-08-20,"₫88,365,600"
2025-08-21,"₫88,249,300"
2025-08-22,"₫88,732,100"
2025-08-25,"₫88,536,000"
2025-08-26,"₫89,473,900"
2025-08-27,"₫89,623,500"
2025-08-28,"₫90,130,800"
2025-08-29,"₫90,842,700"
2025-09-01,"₫91,582,500"
2025-09-02,"₫93,092,000"
2025-09-03,"₫93,917,800"
2025-09-04,"₫93,575,000"
2025-09-05,"₫94,692,200"
2025-09-08,"₫96,046,800"
2025-09-09,"₫95,691,800"
2025-09-10,"₫96,094,300"
2025-09-11,"₫95,946,500"
2025-09-12,"₫96,136,500"
2025-09-15,"₫97,059,700"
2025-09-16,"₫97,347,600"
2025-09-17,"₫96,530,700"
2025-09-18,"₫96,156,200"
2025-09-19,"₫97,164,400"
2025-09-22,"₫98,984,500"
2025-09-23,"₫99,447,000"
2025-09-24,"₫98,703,600"
2025-09-25,"₫99,001,700"
2025-09-26,"₫99,293,800"
2025-09-29,"₫101,296,000"
2025-09-30,"₫101,969,000"
2025-10-01,"₫102,092,000"
2025-10-31,"₫105,331,000"
